Format Version,1.23,Take Name,Apr17_Sand_No_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 05.15.20.295 PM,Capture Start Frame,7208744,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1820,15.167000,-0.052548,0.097102,0.000778,0.993886,0.366475,-0.024698,0.224943,0.356791,-0.024652,0.234910,0.373355,-0.019694,0.265005,0.369278,-0.029749,0.174915,0.047372,0.064328,0.022998,0.996539,0.147069,-0.068713,0.187723,0.149602,-0.077211,0.228875,0.123127,-0.056840,0.177012,0.168479,-0.072088,0.157282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356850,-0.024650,0.234876,0.373297,-0.019700,0.265002,0.369253,-0.029748,0.174951,0.149682,-0.077236,0.228831,0.122852,-0.056717,0.176963,0.168604,-0.072157,0.157380
1821,15.175000,-0.053847,0.097310,0.001519,0.993795,0.366580,-0.024666,0.224606,0.356901,-0.024613,0.234578,0.373471,-0.019552,0.264652,0.369366,-0.029835,0.174590,0.049529,0.064142,0.023446,0.996435,0.147117,-0.068622,0.187836,0.149642,-0.077299,0.228951,0.123170,-0.056717,0.177170,0.168538,-0.071851,0.157388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356969,-0.024613,0.234510,0.373416,-0.019550,0.264730,0.369334,-0.029836,0.174609,0.149722,-0.077324,0.228911,0.122930,-0.056608,0.177117,0.168695,-0.071942,0.157529
1822,15.183000,-0.054948,0.097206,0.000114,0.993746,0.366633,-0.024631,0.224225,0.356952,-0.024528,0.234192,0.373524,-0.019435,0.264260,0.369424,-0.029930,0.174222,0.050691,0.064164,0.023399,0.996376,0.147166,-0.068559,0.187970,0.149694,-0.077332,0.229065,0.123221,-0.056624,0.177334,0.168582,-0.071723,0.157512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357029,-0.024523,0.234152,0.373436,-0.019421,0.264478,0.369389,-0.029940,0.174161,0.149772,-0.077355,0.229014,0.123008,-0.056526,0.177286,0.168738,-0.071820,0.157687
1823,15.192000,-0.056725,0.097149,-0.003752,0.993645,0.366768,-0.024576,0.223757,0.357082,-0.024359,0.233719,0.373677,-0.019259,0.263774,0.369545,-0.030110,0.173779,0.051760,0.064389,0.022781,0.996321,0.147281,-0.068488,0.188115,0.149821,-0.077348,0.229190,0.123346,-0.056499,0.177517,0.168676,-0.071618,0.157638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357183,-0.024352,0.233686,0.373549,-0.019236,0.264089,0.369500,-0.030127,0.173672,0.149896,-0.077367,0.229123,0.123168,-0.056416,0.177472,0.168792,-0.071705,0.157843
1824,15.200000,-0.058887,0.098241,-0.007546,0.993390,0.367086,-0.024490,0.223277,0.357420,-0.024152,0.233255,0.374106,-0.019021,0.263253,0.369731,-0.030296,0.173322,0.053108,0.064465,0.022680,0.996248,0.147334,-0.068424,0.188212,0.149880,-0.077395,0.229262,0.123401,-0.056398,0.177652,0.168721,-0.071480,0.157722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357472,-0.024158,0.233168,0.374073,-0.019002,0.263437,0.369699,-0.030300,0.173311,0.149960,-0.077413,0.229182,0.123216,-0.056312,0.177608,0.168842,-0.071577,0.157961
1825,15.208000,-0.058474,0.099289,-0.019742,0.993143,0.367372,-0.024551,0.222807,0.357724,-0.023962,0.232791,0.374552,-0.019193,0.262770,0.369840,-0.030499,0.172860,0.053956,0.064921,0.021400,0.996201,0.147423,-0.068384,0.188345,0.149990,-0.077423,0.229379,0.123510,-0.056279,0.177829,0.168768,-0.071449,0.157827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357741,-0.023979,0.232634,0.374569,-0.019191,0.262777,0.369808,-0.030480,0.173040,0.150044,-0.077430,0.229297,0.123366,-0.056218,0.177827,0.168911,-0.071549,0.158030
1826,15.217000,-0.058692,0.100084,-0.024619,0.992941,0.367599,-0.024580,0.222463,0.357968,-0.023883,0.232456,0.374873,-0.019237,0.262411,0.369955,-0.030621,0.172522,0.055027,0.064802,0.020056,0.996178,0.147547,-0.068316,0.188569,0.150087,-0.077443,0.229585,0.123669,-0.056123,0.178076,0.168885,-0.071382,0.158045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357887,-0.023903,0.232334,0.374989,-0.019234,0.262378,0.369968,-0.030601,0.172682,0.150148,-0.077454,0.229511,0.123554,-0.056067,0.178040,0.168935,-0.071439,0.158229
1827,15.225000,-0.059347,0.099776,-0.024431,0.992938,0.367823,-0.024546,0.222157,0.358187,-0.023841,0.232143,0.375072,-0.019147,0.262102,0.370211,-0.030650,0.172225,0.055844,0.065435,0.019703,0.996098,0.147600,-0.068319,0.188737,0.150188,-0.077512,0.229736,0.123717,-0.056092,0.178296,0.168895,-0.071352,0.158181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358129,-0.023851,0.232092,0.375148,-0.019145,0.262082,0.370225,-0.030641,0.172290,0.150264,-0.077532,0.229674,0.123635,-0.056043,0.178226,0.168890,-0.071388,0.158373
1828,15.233000,-0.060634,0.100331,-0.018452,0.992933,0.367958,-0.024497,0.221762,0.358332,-0.023895,0.231766,0.375216,-0.018957,0.261686,0.370326,-0.030639,0.171834,0.056159,0.065879,0.018483,0.996075,0.147714,-0.068305,0.188916,0.150322,-0.077523,0.229907,0.123850,-0.056016,0.178504,0.168970,-0.071377,0.158336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358330,-0.023897,0.231755,0.375220,-0.018961,0.261657,0.370326,-0.030635,0.171862,0.150412,-0.077557,0.229886,0.123771,-0.055961,0.178397,0.168946,-0.071402,0.158515
1829,15.242000,-0.062391,0.101362,-0.014566,0.992785,0.368081,-0.024448,0.221347,0.358477,-0.023895,0.231375,0.375399,-0.018743,0.261237,0.370368,-0.030705,0.171429,0.056205,0.066549,0.017656,0.996042,0.147799,-0.068309,0.189045,0.150451,-0.077530,0.230033,0.123939,-0.055983,0.178667,0.169006,-0.071416,0.158434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358524,-0.023889,0.231397,0.375329,-0.018759,0.261161,0.370358,-0.030704,0.171447,0.150533,-0.077568,0.230045,0.123874,-0.055930,0.178540,0.168965,-0.071428,0.158587
1830,15.250000,-0.064845,0.101986,-0.010820,0.992611,0.368215,-0.024337,0.220878,0.358625,-0.023818,0.230921,0.375559,-0.018410,0.260730,0.370461,-0.030782,0.170982,0.056174,0.066916,0.017600,0.996021,0.147899,-0.068312,0.189184,0.150581,-0.077529,0.230170,0.124033,-0.055985,0.178822,0.169084,-0.071422,0.158558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358760,-0.023816,0.230851,0.375344,-0.018395,0.260978,0.370403,-0.030789,0.170965,0.150678,-0.077576,0.230197,0.123950,-0.055921,0.178680,0.169053,-0.071439,0.158710
1831,15.258000,-0.066933,0.102710,-0.009455,0.992412,0.368343,-0.024236,0.220468,0.358768,-0.023708,0.230525,0.375736,-0.018133,0.260285,0.370524,-0.030868,0.170594,0.056409,0.067600,0.017877,0.995956,0.148027,-0.068333,0.189269,0.150770,-0.077569,0.230247,0.124139,-0.056015,0.178946,0.169172,-0.071415,0.158613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358922,-0.023715,0.230369,0.375633,-0.018097,0.260613,0.370447,-0.030883,0.170534,0.150858,-0.077616,0.230296,0.124055,-0.055948,0.178792,0.169144,-0.071428,0.158737
1832,15.267000,-0.068294,0.104221,-0.013319,0.992117,0.368650,-0.024203,0.219887,0.359105,-0.023567,0.229966,0.376192,-0.018017,0.259663,0.370652,-0.031026,0.170031,0.056210,0.068507,0.017515,0.995912,0.148147,-0.068351,0.189348,0.150960,-0.077569,0.230326,0.124248,-0.056024,0.179063,0.169234,-0.071461,0.158654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359218,-0.023563,0.229896,0.376043,-0.017981,0.260056,0.370597,-0.031043,0.169951,0.151074,-0.077629,0.230379,0.124144,-0.055945,0.178889,0.169207,-0.071479,0.158807
1833,15.275000,-0.068888,0.106395,-0.018113,0.991769,0.368957,-0.024163,0.219418,0.359457,-0.023412,0.229532,0.376709,-0.017965,0.259152,0.370705,-0.031112,0.169570,0.056188,0.069242,0.017431,0.995864,0.148246,-0.068349,0.189410,0.151119,-0.077565,0.230384,0.124332,-0.056021,0.179160,0.169286,-0.071463,0.158686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359428,-0.023410,0.229563,0.376737,-0.017958,0.259185,0.370718,-0.031118,0.169518,0.151313,-0.077666,0.230475,0.124176,-0.055912,0.178946,0.169280,-0.071496,0.158869
1834,15.283000,-0.069351,0.107311,-0.019312,0.991616,0.369164,-0.024147,0.219118,0.359683,-0.023362,0.229247,0.376998,-0.017921,0.258832,0.370810,-0.031158,0.169275,0.056572,0.070242,0.018360,0.995755,0.148361,-0.068370,0.189534,0.151330,-0.077615,0.230495,0.124404,-0.056078,0.179340,0.169349,-0.071416,0.158767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359682,-0.023360,0.229269,0.376987,-0.017936,0.258726,0.370817,-0.031152,0.169310,0.151524,-0.077716,0.230581,0.124188,-0.055938,0.179097,0.169378,-0.071468,0.158967
1835,15.292000,-0.069723,0.107723,-0.019265,0.991546,0.369382,-0.024133,0.218882,0.359910,-0.023342,0.229018,0.377249,-0.017878,0.258584,0.370987,-0.031180,0.169043,0.057157,0.070967,0.018635,0.995665,0.148483,-0.068389,0.189695,0.151516,-0.077682,0.230640,0.124504,-0.056099,0.179550,0.169428,-0.071388,0.158893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359928,-0.023344,0.228994,0.377227,-0.017893,0.258493,0.370981,-0.031169,0.169124,0.151683,-0.077769,0.230717,0.124221,-0.055922,0.179268,0.169489,-0.071454,0.159100
1836,15.300000,-0.070374,0.107777,-0.017726,0.991523,0.369617,-0.024070,0.218641,0.360146,-0.023299,0.228780,0.377479,-0.017752,0.258334,0.371227,-0.031159,0.168808,0.058415,0.071038,0.018911,0.995582,0.148647,-0.068387,0.189844,0.151691,-0.077783,0.230765,0.124662,-0.056080,0.179735,0.169588,-0.071299,0.159032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360186,-0.023300,0.228750,0.377443,-0.017767,0.258247,0.371214,-0.031145,0.168915,0.151865,-0.077877,0.230862,0.124334,-0.055871,0.179390,0.169647,-0.071365,0.159238
1837,15.308000,-0.070691,0.108394,-0.017106,0.991444,0.369875,-0.024073,0.218384,0.360416,-0.023308,0.228536,0.377781,-0.017726,0.258064,0.371426,-0.031184,0.168553,0.059630,0.071976,0.018520,0.995450,0.148882,-0.068440,0.190015,0.151999,-0.077934,0.230907,0.124887,-0.056089,0.179982,0.169759,-0.071297,0.159154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360494,-0.023308,0.228497,0.377717,-0.017740,0.257997,0.371398,-0.031172,0.168652,0.152151,-0.078020,0.231008,0.124485,-0.055834,0.179575,0.169827,-0.071358,0.159315
1838,15.317000,-0.072787,0.109179,-0.011766,0.991284,0.370083,-0.023989,0.218090,0.360641,-0.023297,0.228262,0.378015,-0.017437,0.257732,0.371592,-0.031233,0.168277,0.060854,0.072573,0.018797,0.995327,0.149149,-0.068410,0.190177,0.152320,-0.078004,0.231042,0.125137,-0.056046,0.180204,0.169990,-0.071181,0.159284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360785,-0.023301,0.228156,0.377920,-0.017429,0.257835,0.371526,-0.031235,0.168299,0.152473,-0.078090,0.231144,0.124664,-0.055754,0.179768,0.170080,-0.071250,0.159432
1839,15.325000,-0.074064,0.109238,-0.014698,0.991144,0.370276,-0.023943,0.217617,0.360835,-0.023167,0.227784,0.378235,-0.017309,0.257239,0.371757,-0.031355,0.167827,0.060657,0.073741,0.018609,0.995257,0.149426,-0.068381,0.190239,0.152692,-0.077957,0.231101,0.125393,-0.056016,0.180317,0.170194,-0.071170,0.159298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361059,-0.023161,0.227699,0.378009,-0.017303,0.257398,0.371635,-0.031366,0.167815,0.152847,-0.078042,0.231190,0.124904,-0.055722,0.179903,0.170299,-0.071248,0.159460
1840,15.333000,-0.075075,0.109625,-0.017367,0.990982,0.370481,-0.023894,0.217209,0.361049,-0.023043,0.227378,0.378491,-0.017198,0.256811,0.371902,-0.031442,0.167438,0.060711,0.074497,0.021074,0.995148,0.149709,-0.068398,0.190310,0.153072,-0.077976,0.231164,0.125602,-0.056149,0.180423,0.170453,-0.071070,0.159343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361253,-0.023040,0.227297,0.378289,-0.017188,0.256975,0.371790,-0.031454,0.167416,0.153219,-0.078057,0.231260,0.125104,-0.055857,0.180024,0.170567,-0.071143,0.159470
1841,15.342000,-0.074854,0.110914,-0.024029,0.990716,0.370741,-0.023881,0.216765,0.361338,-0.022893,0.226948,0.378905,-0.017253,0.256347,0.371980,-0.031498,0.166999,0.060871,0.075790,0.023316,0.994991,0.149889,-0.068410,0.190420,0.153392,-0.077997,0.231260,0.125704,-0.056265,0.180597,0.170573,-0.070967,0.159403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361440,-0.022902,0.226848,0.378817,-0.017249,0.256407,0.371932,-0.031491,0.167063,0.153532,-0.078078,0.231375,0.125230,-0.055988,0.180208,0.170685,-0.071032,0.159496
1842,15.350000,-0.075126,0.112126,-0.023489,0.990572,0.371008,-0.023884,0.216371,0.361630,-0.022901,0.226578,0.379265,-0.017233,0.255930,0.372128,-0.031519,0.166605,0.062669,0.075634,0.026447,0.994813,0.150041,-0.068263,0.190596,0.153578,-0.077995,0.231399,0.125789,-0.056222,0.180809,0.170757,-0.070570,0.159581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361718,-0.022930,0.226351,0.379221,-0.017224,0.256005,0.372067,-0.031494,0.166790,0.153714,-0.078071,0.231492,0.125357,-0.055971,0.180454,0.170858,-0.070635,0.159696
1843,15.358000,-0.075927,0.113161,-0.020880,0.990451,0.371251,-0.023886,0.216062,0.361893,-0.022941,0.226291,0.379572,-0.017154,0.255593,0.372286,-0.031563,0.166301,0.063653,0.075798,0.027517,0.994709,0.150183,-0.068135,0.190749,0.153749,-0.077947,0.231530,0.125904,-0.056123,0.180993,0.170895,-0.070335,0.159724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361958,-0.022973,0.226058,0.379539,-0.017144,0.255669,0.372230,-0.031533,0.166520,0.153870,-0.078009,0.231589,0.125532,-0.055917,0.180738,0.171006,-0.070405,0.159842
1844,15.367000,-0.076559,0.114380,-0.016195,0.990350,0.371605,-0.023943,0.215794,0.362272,-0.023083,0.226053,0.379990,-0.017128,0.255298,0.372554,-0.031619,0.166031,0.064852,0.075835,0.028121,0.994612,0.150330,-0.068032,0.190908,0.153910,-0.077942,0.231664,0.126038,-0.056020,0.181184,0.171042,-0.070133,0.159876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362310,-0.023117,0.225822,0.380001,-0.017110,0.255396,0.372518,-0.031598,0.166182,0.153995,-0.077982,0.231688,0.125715,-0.055845,0.180983,0.171123,-0.070187,0.159977
1845,15.375000,-0.077410,0.116661,-0.011046,0.990089,0.371999,-0.024000,0.215523,0.362713,-0.023228,0.225831,0.380528,-0.017081,0.254977,0.372756,-0.031691,0.165759,0.065757,0.075789,0.028309,0.994550,0.150479,-0.067919,0.191063,0.154059,-0.077903,0.231801,0.126185,-0.055895,0.181359,0.171194,-0.069959,0.160028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362721,-0.023267,0.225578,0.380567,-0.017067,0.255044,0.372723,-0.031663,0.165959,0.154132,-0.077933,0.231801,0.125957,-0.055774,0.181227,0.171260,-0.070009,0.160139
1846,15.383000,-0.078239,0.118318,-0.007124,0.989863,0.372329,-0.024042,0.215257,0.363078,-0.023334,0.225603,0.380960,-0.017028,0.254673,0.372948,-0.031763,0.165497,0.066644,0.075840,0.027088,0.994522,0.150639,-0.067780,0.191199,0.154206,-0.077837,0.231920,0.126372,-0.055679,0.181523,0.171338,-0.069823,0.160155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363142,-0.023366,0.225358,0.380940,-0.017020,0.254732,0.372891,-0.031732,0.165730,0.154269,-0.077857,0.231889,0.126141,-0.055568,0.181452,0.171428,-0.069885,0.160273
1847,15.392000,-0.078679,0.119599,-0.004573,0.989689,0.372477,-0.023999,0.215073,0.363254,-0.023334,0.225446,0.381191,-0.016931,0.254461,0.372986,-0.031731,0.165313,0.067342,0.076326,0.026180,0.994462,0.150746,-0.067633,0.191311,0.154341,-0.077748,0.232016,0.126491,-0.055476,0.181677,0.171406,-0.069677,0.160241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363380,-0.023360,0.225197,0.381105,-0.016927,0.254542,0.372902,-0.031704,0.165543,0.154402,-0.077759,0.231950,0.126288,-0.055391,0.181677,0.171618,-0.069798,0.160395
1848,15.400000,-0.078808,0.119333,-0.010087,0.989670,0.372696,-0.024022,0.214901,0.363466,-0.023241,0.225259,0.381432,-0.016986,0.254290,0.373190,-0.031838,0.165153,0.068228,0.076354,0.027943,0.994351,0.150957,-0.067474,0.191494,0.154581,-0.077659,0.232178,0.126662,-0.055379,0.181882,0.171628,-0.069384,0.160422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363617,-0.023265,0.225012,0.381324,-0.016981,0.254391,0.373107,-0.031817,0.165341,0.154629,-0.077663,0.232105,0.126463,-0.055303,0.181913,0.171894,-0.069521,0.160549
1849,15.408000,-0.080012,0.117894,-0.014173,0.989696,0.372957,-0.024050,0.214661,0.363698,-0.023164,0.224984,0.381610,-0.016947,0.254056,0.373564,-0.032039,0.164942,0.068647,0.076305,0.028226,0.994318,0.151240,-0.067392,0.191715,0.154865,-0.077612,0.232391,0.126940,-0.055300,0.182111,0.171915,-0.069264,0.160644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363943,-0.023184,0.224734,0.381452,-0.016938,0.254194,0.373480,-0.032030,0.165040,0.154922,-0.077621,0.232324,0.126654,-0.055191,0.182149,0.172192,-0.069397,0.160726
1850,15.417000,-0.081207,0.118099,-0.018753,0.989498,0.373344,-0.024094,0.214242,0.364090,-0.023090,0.224560,0.382050,-0.016931,0.253614,0.373892,-0.032261,0.164551,0.069176,0.075797,0.030379,0.994257,0.151625,-0.067275,0.191934,0.155241,-0.077537,0.232600,0.127288,-0.055270,0.182316,0.172347,-0.069018,0.160886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364216,-0.023114,0.224357,0.381979,-0.016915,0.253744,0.373837,-0.032252,0.164631,0.155290,-0.077545,0.232546,0.126864,-0.055116,0.182401,0.172621,-0.069134,0.160907
1851,15.425000,-0.083429,0.118179,-0.019342,0.989292,0.373765,-0.024191,0.213875,0.364514,-0.023134,0.224190,0.382483,-0.016854,0.253212,0.374298,-0.032585,0.164222,0.071042,0.076148,0.033453,0.994000,0.151917,-0.067130,0.192177,0.155611,-0.077541,0.232798,0.127505,-0.055229,0.182620,0.172635,-0.068620,0.161114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364532,-0.023149,0.224097,0.382494,-0.016827,0.253367,0.374275,-0.032585,0.164228,0.155671,-0.077565,0.232797,0.127056,-0.055051,0.182635,0.173074,-0.068793,0.161098
1852,15.433000,-0.085043,0.118114,-0.017372,0.989199,0.374218,-0.024271,0.213588,0.364966,-0.023225,0.223902,0.382916,-0.016788,0.252903,0.374774,-0.032799,0.163958,0.072992,0.077036,0.037053,0.993662,0.152156,-0.066968,0.192321,0.155981,-0.077531,0.232890,0.127647,-0.055196,0.182850,0.172839,-0.068176,0.161222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365006,-0.023228,0.223869,0.382883,-0.016767,0.253036,0.374751,-0.032806,0.163921,0.156040,-0.077573,0.232973,0.127331,-0.055066,0.182826,0.173535,-0.068388,0.160945
1853,15.442000,-0.085747,0.118390,-0.020056,0.989055,0.374717,-0.024387,0.213281,0.365472,-0.023272,0.223595,0.383460,-0.016870,0.252579,0.375220,-0.033019,0.163669,0.072115,0.077708,0.033627,0.993796,0.152458,-0.067068,0.192645,0.156285,-0.077562,0.233232,0.128011,-0.055157,0.183190,0.173078,-0.068485,0.161512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365486,-0.023272,0.223587,0.383440,-0.016880,0.252533,0.375217,-0.033013,0.163703,0.156330,-0.077578,0.233224,0.127597,-0.055010,0.183278,0.173623,-0.068677,0.161391
1854,15.450000,-0.084989,0.118401,-0.022755,0.989060,0.375080,-0.024471,0.213096,0.365836,-0.023314,0.223407,0.383845,-0.017036,0.252405,0.375559,-0.033063,0.163477,0.072548,0.079066,0.034188,0.993638,0.152590,-0.067048,0.192880,0.156538,-0.077573,0.233448,0.128102,-0.055160,0.183501,0.173128,-0.068412,0.161692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365840,-0.023311,0.223424,0.383822,-0.017065,0.252250,0.375568,-0.033052,0.163539,0.156561,-0.077573,0.233407,0.127889,-0.055091,0.183577,0.173852,-0.068681,0.161600
1855,15.458000,-0.084413,0.119595,-0.027724,0.988839,0.375468,-0.024456,0.212900,0.366252,-0.023205,0.223225,0.384369,-0.017110,0.252195,0.375783,-0.033053,0.163280,0.071863,0.078684,0.032810,0.993765,0.152924,-0.067097,0.193051,0.156819,-0.077569,0.233637,0.128475,-0.055157,0.183637,0.173478,-0.068565,0.161877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366227,-0.023205,0.223233,0.384386,-0.017133,0.252060,0.375799,-0.033041,0.163344,0.156826,-0.077558,0.233574,0.128287,-0.055105,0.183744,0.174101,-0.068799,0.161792
1856,15.467000,-0.084010,0.120404,-0.034042,0.988578,0.375799,-0.024393,0.212673,0.366606,-0.023018,0.223002,0.384816,-0.017134,0.251958,0.375976,-0.033029,0.163059,0.071541,0.077752,0.031940,0.993889,0.153272,-0.067126,0.193131,0.157076,-0.077574,0.233732,0.128861,-0.055148,0.183666,0.173878,-0.068654,0.161996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366627,-0.023025,0.222951,0.384800,-0.017143,0.251910,0.375966,-0.033012,0.163161,0.157095,-0.077570,0.233677,0.128613,-0.055071,0.183773,0.174414,-0.068853,0.161910
1857,15.475000,-0.085062,0.121605,-0.032340,0.988398,0.376040,-0.024344,0.212500,0.366871,-0.022983,0.222852,0.385141,-0.016990,0.251747,0.376109,-0.033059,0.162899,0.071412,0.078277,0.030712,0.993896,0.153454,-0.067162,0.193275,0.157283,-0.077600,0.233877,0.129060,-0.055132,0.183834,0.174019,-0.068754,0.162115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366981,-0.022988,0.222791,0.385053,-0.017000,0.251708,0.376066,-0.033043,0.163002,0.157329,-0.077595,0.233767,0.128829,-0.055052,0.183903,0.174439,-0.068963,0.162286
1858,15.483000,-0.086418,0.122758,-0.031253,0.988173,0.376224,-0.024263,0.212313,0.367079,-0.022898,0.222686,0.385410,-0.016795,0.251520,0.376184,-0.033096,0.162734,0.070968,0.078080,0.031582,0.993916,0.153713,-0.067136,0.193403,0.157539,-0.077538,0.234014,0.129303,-0.055156,0.183939,0.174298,-0.068714,0.162255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367250,-0.022903,0.222608,0.385274,-0.016810,0.251476,0.376117,-0.033077,0.162860,0.157580,-0.077522,0.233862,0.129071,-0.055083,0.184038,0.174732,-0.068939,0.162478
1859,15.492000,-0.087577,0.123503,-0.027425,0.988092,0.376440,-0.024218,0.212122,0.367308,-0.022910,0.222514,0.385655,-0.016627,0.251298,0.376357,-0.033117,0.162555,0.070276,0.079329,0.030480,0.993901,0.153956,-0.067125,0.193506,0.157867,-0.077468,0.234124,0.129544,-0.055114,0.184087,0.174457,-0.068793,0.162308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367455,-0.022917,0.222426,0.385496,-0.016647,0.251242,0.376296,-0.033096,0.162693,0.157917,-0.077457,0.233980,0.129296,-0.055030,0.184172,0.174950,-0.069049,0.162561
1860,15.500000,-0.087932,0.124477,-0.025640,0.987986,0.376821,-0.024314,0.211885,0.367708,-0.023035,0.222298,0.386100,-0.016682,0.251039,0.376656,-0.033225,0.162320,0.069489,0.080355,0.028886,0.993922,0.154200,-0.067168,0.193594,0.158171,-0.077446,0.234223,0.129802,-0.055104,0.184206,0.174627,-0.068955,0.162354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367795,-0.023045,0.222208,0.386004,-0.016707,0.250937,0.376618,-0.033194,0.162502,0.158224,-0.077438,0.234083,0.129546,-0.055016,0.184288,0.175145,-0.069223,0.162610
1861,15.508000,-0.087366,0.125739,-0.026146,0.987863,0.377260,-0.024484,0.211715,0.368174,-0.023203,0.222150,0.386643,-0.016906,0.250853,0.376963,-0.033343,0.162140,0.069278,0.079886,0.027095,0.994024,0.154505,-0.067187,0.193654,0.158410,-0.077450,0.234293,0.130158,-0.055041,0.184240,0.174948,-0.069068,0.162430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368180,-0.023221,0.222047,0.386639,-0.016929,0.250727,0.376958,-0.033301,0.162379,0.158474,-0.077453,0.234180,0.129873,-0.054935,0.184298,0.175457,-0.069328,0.162654
1862,15.517000,-0.087636,0.126854,-0.025102,0.987724,0.377696,-0.024553,0.211525,0.368633,-0.023287,0.221982,0.387160,-0.016947,0.250639,0.377296,-0.033424,0.161954,0.069804,0.078425,0.025843,0.994137,0.154862,-0.067215,0.193641,0.158628,-0.077526,0.234281,0.130574,-0.054993,0.184172,0.175384,-0.069124,0.162471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368656,-0.023299,0.221905,0.387133,-0.016976,0.250487,0.377294,-0.033378,0.162212,0.158706,-0.077538,0.234185,0.130251,-0.054864,0.184202,0.175793,-0.069339,0.162672
