Format Version,1.23,Take Name,Apr17_Sand_Des_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.44.54.322 PM,Capture Start Frame,7853625,Total Frames in Take,17196,Total Exported Frames,17196,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
13760,114.667000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13761,114.675000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13762,114.683000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13763,114.692000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13764,114.700000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13765,114.708000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13766,114.717000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13767,114.725000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13768,114.733000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13769,114.742000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13770,114.750000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13771,114.758000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13772,114.767000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13773,114.775000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13774,114.783000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13775,114.792000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13776,114.800000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13777,114.808000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13778,114.817000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13779,114.825000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13780,114.833000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13781,114.842000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13782,114.850000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13783,114.858000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13784,114.867000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13785,114.875000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13786,114.883000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787,114.892000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13788,114.900000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13789,114.908000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13790,114.917000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13791,114.925000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13792,114.933000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13793,114.942000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13794,114.950000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13795,114.958000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13796,114.967000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13797,114.975000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13798,114.983000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13799,114.992000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13800,115.000000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13801,115.008000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13802,115.017000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13803,115.025000,0.230332,0.805364,0.156096,0.523421,-2.164465,0.440152,-0.595432,-2.134372,0.439379,-0.622965,-2.152864,0.433214,-0.594802,-2.206158,0.447862,-0.568529,0.120031,0.791933,0.091456,0.591668,-2.160504,0.362609,-0.404899,-2.159346,0.368042,-0.376077,-2.196224,0.362918,-0.411222,-2.125940,0.356867,-0.427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
