Format Version,1.23,Take Name,Apr17_Sand_No_2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.48.59.329 PM,Capture Start Frame,7883025,Total Frames in Take,6803,Total Exported Frames,6803,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2590,21.583000,-0.001099,-0.012649,0.001383,0.999918,0.329235,-0.027838,0.310158,0.327289,-0.027886,0.259803,0.320754,-0.028583,0.320829,0.339662,-0.027043,0.349843,-0.005949,-0.009646,0.004390,0.999926,0.108711,-0.066625,0.287293,0.125654,-0.072899,0.255651,0.116445,-0.073527,0.327617,0.084034,-0.053450,0.278611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327354,-0.027880,0.259741,0.320584,-0.028598,0.320937,0.339756,-0.027035,0.349803,0.125679,-0.072908,0.255601,0.116354,-0.073474,0.327534,0.084088,-0.053487,0.278737
2591,21.592000,-0.001048,-0.012592,0.000877,0.999920,0.329227,-0.027817,0.310152,0.327276,-0.027857,0.259797,0.320746,-0.028555,0.320824,0.339659,-0.027038,0.349835,-0.006390,-0.009441,0.004446,0.999925,0.108714,-0.066608,0.287293,0.125645,-0.072908,0.255650,0.116466,-0.073473,0.327620,0.084032,-0.053444,0.278610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327341,-0.027852,0.259762,0.320587,-0.028569,0.320936,0.339743,-0.027030,0.349765,0.125668,-0.072917,0.255613,0.116372,-0.073418,0.327516,0.084087,-0.053481,0.278734
2592,21.600000,-0.000976,-0.012694,-0.000238,0.999919,0.329228,-0.027853,0.310159,0.327287,-0.027881,0.259803,0.320743,-0.028575,0.320829,0.339653,-0.027104,0.349844,-0.006464,-0.009450,0.005184,0.999921,0.108704,-0.066640,0.287289,0.125644,-0.072920,0.255647,0.116465,-0.073487,0.327617,0.084002,-0.053513,0.278603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327347,-0.027876,0.259751,0.320584,-0.028588,0.320933,0.339741,-0.027097,0.349801,0.125665,-0.072928,0.255607,0.116363,-0.073428,0.327507,0.084065,-0.053554,0.278734
2593,21.608000,-0.001014,-0.012749,-0.001845,0.999917,0.329214,-0.027863,0.310168,0.327279,-0.027886,0.259812,0.320726,-0.028557,0.320837,0.339638,-0.027146,0.349854,-0.006138,-0.009362,0.004463,0.999927,0.108710,-0.066630,0.287291,0.125635,-0.072913,0.255642,0.116468,-0.073515,0.327614,0.084026,-0.053462,0.278618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327341,-0.027881,0.259762,0.320562,-0.028570,0.320952,0.339723,-0.027139,0.349801,0.125668,-0.072927,0.255599,0.116373,-0.073460,0.327511,0.084071,-0.053495,0.278747
2594,21.617000,-0.001077,-0.012514,0.000151,0.999921,0.329228,-0.027853,0.310170,0.327269,-0.027893,0.259815,0.320748,-0.028579,0.320843,0.339668,-0.027087,0.349851,-0.006189,-0.009388,0.004538,0.999927,0.108716,-0.066610,0.287298,0.125644,-0.072894,0.255650,0.116473,-0.073490,0.327622,0.084030,-0.053447,0.278623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327333,-0.027887,0.259770,0.320580,-0.028593,0.320949,0.339760,-0.027080,0.349799,0.125678,-0.072908,0.255602,0.116379,-0.073435,0.327525,0.084076,-0.053480,0.278753
2595,21.625000,-0.000927,-0.012499,0.000208,0.999921,0.329227,-0.027847,0.310170,0.327267,-0.027872,0.259815,0.320747,-0.028577,0.320843,0.339668,-0.027092,0.349851,-0.006346,-0.009406,0.004664,0.999925,0.108723,-0.066619,0.287283,0.125654,-0.072909,0.255638,0.116481,-0.073484,0.327609,0.084035,-0.053464,0.278602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327328,-0.027867,0.259769,0.320585,-0.028591,0.320951,0.339755,-0.027085,0.349797,0.125667,-0.072913,0.255606,0.116390,-0.073431,0.327509,0.084102,-0.053507,0.278723
2596,21.633000,-0.001098,-0.012628,0.000309,0.999920,0.329234,-0.027862,0.310152,0.327287,-0.027905,0.259797,0.320752,-0.028590,0.320824,0.339664,-0.027091,0.349836,-0.006151,-0.009361,0.004119,0.999929,0.108736,-0.066601,0.287291,0.125658,-0.072897,0.255641,0.116489,-0.073491,0.327613,0.084061,-0.053416,0.278617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327352,-0.027899,0.259752,0.320580,-0.028605,0.320937,0.339757,-0.027084,0.349777,0.125685,-0.072908,0.255603,0.116400,-0.073438,0.327515,0.084108,-0.053449,0.278738
2597,21.642000,-0.001118,-0.012914,-0.000958,0.999916,0.329231,-0.027829,0.310165,0.327312,-0.027868,0.259809,0.320740,-0.028536,0.320832,0.339640,-0.027085,0.349855,-0.006111,-0.009469,0.004497,0.999926,0.108726,-0.066613,0.287294,0.125659,-0.072893,0.255648,0.116476,-0.073499,0.327618,0.084043,-0.053446,0.278617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327376,-0.027862,0.259760,0.320572,-0.028549,0.320948,0.339729,-0.027078,0.349799,0.125690,-0.072905,0.255598,0.116372,-0.073439,0.327514,0.084097,-0.053483,0.278754
2598,21.650000,-0.000795,-0.012579,-0.000078,0.999921,0.329232,-0.027849,0.310170,0.327280,-0.027859,0.259815,0.320750,-0.028577,0.320841,0.339667,-0.027110,0.349853,-0.006352,-0.009412,0.004663,0.999925,0.108739,-0.066606,0.287304,0.125670,-0.072896,0.255659,0.116495,-0.073470,0.327630,0.084050,-0.053451,0.278623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327341,-0.027854,0.259760,0.320588,-0.028590,0.320959,0.339752,-0.027103,0.349802,0.125701,-0.072908,0.255610,0.116387,-0.073407,0.327518,0.084107,-0.053490,0.278764
2599,21.658000,-0.001155,-0.012451,-0.001088,0.999921,0.329248,-0.027835,0.310163,0.327282,-0.027877,0.259809,0.320767,-0.028539,0.320838,0.339694,-0.027091,0.349844,-0.006362,-0.009136,0.003718,0.999931,0.108732,-0.066578,0.287290,0.125634,-0.072900,0.255636,0.116497,-0.073457,0.327612,0.084064,-0.053377,0.278623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327347,-0.027871,0.259756,0.320595,-0.028553,0.320955,0.339785,-0.027083,0.349791,0.125672,-0.072916,0.255588,0.116402,-0.073401,0.327510,0.084106,-0.053408,0.278758
2600,21.667000,-0.000743,-0.012674,0.000276,0.999919,0.329234,-0.027838,0.310163,0.327291,-0.027845,0.259808,0.320750,-0.028573,0.320833,0.339660,-0.027096,0.349849,-0.006586,-0.008916,0.004647,0.999928,0.108725,-0.066624,0.287294,0.125625,-0.072930,0.255636,0.116522,-0.073470,0.327616,0.084029,-0.053472,0.278632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327354,-0.027840,0.259762,0.320581,-0.028588,0.320939,0.339753,-0.027089,0.349797,0.125648,-0.072938,0.255596,0.116428,-0.073415,0.327518,0.084085,-0.053510,0.278756
2601,21.675000,-0.000885,-0.012583,-0.000486,0.999920,0.329248,-0.027851,0.310155,0.327296,-0.027868,0.259800,0.320766,-0.028570,0.320826,0.339683,-0.027115,0.349838,-0.006616,-0.009070,0.004572,0.999927,0.108723,-0.066607,0.287287,0.125632,-0.072917,0.255634,0.116506,-0.073451,0.327612,0.084032,-0.053452,0.278616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327372,-0.027862,0.259762,0.320585,-0.028585,0.320947,0.339779,-0.027107,0.349761,0.125650,-0.072923,0.255592,0.116402,-0.073391,0.327506,0.084102,-0.053497,0.278751
2602,21.683000,-0.001097,-0.012710,0.000376,0.999919,0.329225,-0.027818,0.310162,0.327285,-0.027861,0.259806,0.320741,-0.028547,0.320832,0.339648,-0.027046,0.349847,-0.006641,-0.009018,0.004542,0.999927,0.108722,-0.066612,0.287299,0.125627,-0.072924,0.255644,0.116508,-0.073455,0.327623,0.084030,-0.053456,0.278630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327348,-0.027855,0.259751,0.320573,-0.028561,0.320943,0.339739,-0.027038,0.349800,0.125657,-0.072936,0.255601,0.116404,-0.073393,0.327508,0.084084,-0.053493,0.278766
2603,21.692000,-0.000905,-0.012602,0.000809,0.999920,0.329242,-0.027822,0.310162,0.327292,-0.027848,0.259807,0.320761,-0.028562,0.320833,0.339674,-0.027055,0.349845,-0.006601,-0.009090,0.004381,0.999927,0.108721,-0.066618,0.287303,0.125628,-0.072933,0.255650,0.116499,-0.073467,0.327627,0.084034,-0.053453,0.278631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327357,-0.027842,0.259759,0.320592,-0.028577,0.320952,0.339763,-0.027048,0.349785,0.125653,-0.072943,0.255605,0.116397,-0.073407,0.327523,0.084093,-0.053493,0.278764
2604,21.700000,-0.000886,-0.012680,-0.001292,0.999918,0.329223,-0.027859,0.310159,0.327281,-0.027872,0.259804,0.320737,-0.028565,0.320829,0.339651,-0.027140,0.349844,-0.006700,-0.009022,0.004919,0.999925,0.108710,-0.066620,0.287284,0.125620,-0.072924,0.255631,0.116501,-0.073453,0.327609,0.084008,-0.053484,0.278613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327344,-0.027867,0.259741,0.320573,-0.028578,0.320941,0.339741,-0.027133,0.349802,0.125637,-0.072931,0.255598,0.116412,-0.073400,0.327509,0.084067,-0.053523,0.278732
2605,21.708000,-0.000774,-0.012756,-0.000832,0.999918,0.329207,-0.027847,0.310165,0.327272,-0.027851,0.259809,0.320720,-0.028563,0.320833,0.339628,-0.027127,0.349852,-0.006661,-0.009298,0.004500,0.999925,0.108698,-0.066628,0.287290,0.125620,-0.072943,0.255646,0.116462,-0.073470,0.327619,0.084012,-0.053470,0.278607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327327,-0.027847,0.259750,0.320581,-0.028575,0.320927,0.339706,-0.027120,0.349821,0.125629,-0.072946,0.255628,0.116381,-0.073422,0.327517,0.084075,-0.053510,0.278715
2606,21.717000,-0.000850,-0.013025,-0.000035,0.999915,0.329218,-0.027850,0.310180,0.327310,-0.027866,0.259823,0.320726,-0.028578,0.320844,0.339617,-0.027107,0.349873,-0.006338,-0.009289,0.004454,0.999927,0.108716,-0.066617,0.287305,0.125637,-0.072913,0.255656,0.116480,-0.073486,0.327629,0.084031,-0.053452,0.278631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327364,-0.027862,0.259780,0.320585,-0.028590,0.320945,0.339691,-0.027101,0.349825,0.125649,-0.072917,0.255624,0.116384,-0.073430,0.327524,0.084103,-0.053498,0.278757
2607,21.725000,-0.000825,-0.012724,-0.000065,0.999919,0.329226,-0.027844,0.310166,0.327288,-0.027857,0.259811,0.320741,-0.028571,0.320835,0.339649,-0.027103,0.349852,-0.006396,-0.009308,0.004309,0.999927,0.108735,-0.066595,0.287300,0.125656,-0.072900,0.255652,0.116495,-0.073462,0.327625,0.084054,-0.053424,0.278623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327348,-0.027852,0.259756,0.320584,-0.028584,0.320940,0.339735,-0.027096,0.349810,0.125675,-0.072907,0.255616,0.116402,-0.073407,0.327524,0.084114,-0.053463,0.278746
2608,21.733000,-0.000893,-0.012665,-0.000138,0.999919,0.329229,-0.027856,0.310164,0.327285,-0.027876,0.259808,0.320745,-0.028581,0.320834,0.339657,-0.027112,0.349849,-0.006290,-0.009247,0.003858,0.999930,0.108721,-0.066593,0.287301,0.125632,-0.072906,0.255649,0.116479,-0.073475,0.327623,0.084051,-0.053397,0.278629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327343,-0.027871,0.259748,0.320599,-0.028594,0.320938,0.339738,-0.027105,0.349811,0.125667,-0.072920,0.255598,0.116376,-0.073415,0.327518,0.084102,-0.053433,0.278769
2609,21.742000,-0.000626,-0.012789,-0.000695,0.999918,0.329224,-0.027858,0.310168,0.327293,-0.027848,0.259812,0.320737,-0.028579,0.320835,0.339643,-0.027147,0.349856,-0.006522,-0.009303,0.004014,0.999927,0.108706,-0.066602,0.287303,0.125623,-0.072925,0.255656,0.116462,-0.073464,0.327629,0.084033,-0.053419,0.278623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327358,-0.027843,0.259762,0.320563,-0.028594,0.320953,0.339735,-0.027139,0.349799,0.125648,-0.072934,0.255611,0.116365,-0.073407,0.327532,0.084089,-0.053457,0.278751
2610,21.750000,-0.000905,-0.012603,-0.000414,0.999920,0.329228,-0.027881,0.310169,0.327278,-0.027901,0.259814,0.320745,-0.028601,0.320840,0.339661,-0.027142,0.349853,-0.005961,-0.009507,0.004516,0.999927,0.108718,-0.066624,0.287306,0.125654,-0.072894,0.255660,0.116466,-0.073522,0.327628,0.084035,-0.053455,0.278631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327340,-0.027896,0.259767,0.320580,-0.028615,0.320953,0.339749,-0.027134,0.349797,0.125683,-0.072905,0.255611,0.116372,-0.073468,0.327537,0.084086,-0.053491,0.278759
2611,21.758000,-0.001000,-0.012665,0.000244,0.999919,0.329225,-0.027857,0.310155,0.327281,-0.027889,0.259799,0.320741,-0.028586,0.320825,0.339652,-0.027095,0.349840,-0.006198,-0.009532,0.005062,0.999923,0.108717,-0.066629,0.287293,0.125661,-0.072896,0.255651,0.116470,-0.073499,0.327619,0.084021,-0.053492,0.278611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327347,-0.027884,0.259744,0.320565,-0.028601,0.320938,0.339748,-0.027087,0.349791,0.125685,-0.072904,0.255604,0.116370,-0.073441,0.327519,0.084081,-0.053532,0.278743
2612,21.767000,-0.000962,-0.012601,-0.000260,0.999920,0.329229,-0.027854,0.310163,0.327278,-0.027880,0.259807,0.320746,-0.028575,0.320834,0.339662,-0.027106,0.349846,-0.006256,-0.009269,0.003946,0.999930,0.108718,-0.066610,0.287300,0.125632,-0.072917,0.255649,0.116476,-0.073493,0.327623,0.084046,-0.053418,0.278629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327340,-0.027874,0.259763,0.320583,-0.028589,0.320941,0.339750,-0.027099,0.349792,0.125661,-0.072929,0.255598,0.116380,-0.073438,0.327530,0.084099,-0.053454,0.278760
2613,21.775000,-0.000880,-0.012694,0.000495,0.999919,0.329231,-0.027845,0.310159,0.327290,-0.027867,0.259804,0.320747,-0.028581,0.320829,0.339655,-0.027088,0.349845,-0.006391,-0.009261,0.004327,0.999927,0.108715,-0.066619,0.287299,0.125633,-0.072923,0.255650,0.116479,-0.073486,0.327624,0.084033,-0.053449,0.278625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327353,-0.027861,0.259755,0.320575,-0.028596,0.320932,0.339751,-0.027080,0.349800,0.125662,-0.072935,0.255610,0.116386,-0.073431,0.327521,0.084081,-0.053482,0.278750
2614,21.783000,-0.001094,-0.012809,0.000086,0.999917,0.329215,-0.027858,0.310168,0.327286,-0.027899,0.259812,0.320729,-0.028583,0.320836,0.339631,-0.027093,0.349855,-0.006109,-0.009346,0.003533,0.999931,0.108721,-0.066612,0.287299,0.125634,-0.072924,0.255649,0.116467,-0.073515,0.327621,0.084061,-0.053398,0.278628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327346,-0.027894,0.259748,0.320573,-0.028596,0.320951,0.339715,-0.027086,0.349813,0.125654,-0.072931,0.255607,0.116372,-0.073459,0.327526,0.084123,-0.053438,0.278754
2615,21.792000,-0.001040,-0.012807,0.000126,0.999918,0.329214,-0.027873,0.310173,0.327285,-0.027908,0.259817,0.320728,-0.028599,0.320841,0.339630,-0.027111,0.349860,-0.006155,-0.009357,0.003938,0.999930,0.108713,-0.066636,0.287302,0.125632,-0.072937,0.255653,0.116464,-0.073528,0.327625,0.084043,-0.053442,0.278629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327346,-0.027903,0.259776,0.320572,-0.028612,0.320949,0.339714,-0.027103,0.349801,0.125648,-0.072942,0.255604,0.116364,-0.073470,0.327534,0.084118,-0.053490,0.278765
2616,21.800000,-0.001059,-0.012580,-0.000220,0.999920,0.329228,-0.027865,0.310164,0.327275,-0.027902,0.259809,0.320745,-0.028585,0.320836,0.339662,-0.027109,0.349847,-0.005933,-0.009389,0.005020,0.999926,0.108716,-0.066637,0.287289,0.125650,-0.072889,0.255638,0.116480,-0.073530,0.327609,0.084018,-0.053493,0.278620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327342,-0.027896,0.259754,0.320563,-0.028601,0.320940,0.339765,-0.027101,0.349807,0.125677,-0.072898,0.255583,0.116385,-0.073475,0.327524,0.084074,-0.053532,0.278751
2617,21.808000,-0.000807,-0.012740,0.000922,0.999918,0.329208,-0.027850,0.310157,0.327272,-0.027866,0.259802,0.320724,-0.028594,0.320826,0.339629,-0.027089,0.349844,-0.006081,-0.009565,0.004702,0.999925,0.108717,-0.066627,0.287277,0.125659,-0.072899,0.255634,0.116462,-0.073513,0.327602,0.084030,-0.053470,0.278596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327332,-0.027861,0.259748,0.320567,-0.028608,0.320939,0.339712,-0.027082,0.349796,0.125684,-0.072908,0.255591,0.116374,-0.073462,0.327512,0.084081,-0.053505,0.278717
2618,21.817000,-0.000603,-0.012519,-0.000593,0.999921,0.329229,-0.027838,0.310167,0.327271,-0.027826,0.259812,0.320748,-0.028562,0.320839,0.339669,-0.027126,0.349849,-0.006340,-0.009449,0.004647,0.999925,0.108722,-0.066607,0.287297,0.125655,-0.072897,0.255654,0.116475,-0.073473,0.327624,0.084034,-0.053452,0.278615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327335,-0.027821,0.259760,0.320575,-0.028576,0.320958,0.339760,-0.027119,0.349795,0.125680,-0.072905,0.255595,0.116371,-0.073414,0.327533,0.084101,-0.053496,0.278755
2619,21.825000,-0.001104,-0.012812,-0.001185,0.999917,0.329218,-0.027861,0.310163,0.327289,-0.027896,0.259808,0.320729,-0.028564,0.320831,0.339636,-0.027122,0.349851,-0.006082,-0.009469,0.004116,0.999928,0.108707,-0.066626,0.287292,0.125636,-0.072917,0.255645,0.116452,-0.073521,0.327615,0.084034,-0.053440,0.278615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327349,-0.027892,0.259762,0.320573,-0.028576,0.320937,0.339719,-0.027116,0.349800,0.125669,-0.072931,0.255595,0.116363,-0.073470,0.327528,0.084078,-0.053471,0.278742
2620,21.833000,-0.000862,-0.012795,-0.002602,0.999914,0.329206,-0.027891,0.310171,0.327276,-0.027895,0.259815,0.320716,-0.028575,0.320839,0.339627,-0.027202,0.349859,-0.005991,-0.009423,0.004543,0.999927,0.108699,-0.066642,0.287292,0.125629,-0.072913,0.255643,0.116453,-0.073538,0.327613,0.084014,-0.053476,0.278620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327337,-0.027890,0.259757,0.320555,-0.028588,0.320950,0.339715,-0.027195,0.349814,0.125655,-0.072923,0.255599,0.116371,-0.073490,0.327532,0.084061,-0.053508,0.278735
2621,21.842000,-0.001157,-0.012789,-0.001637,0.999916,0.329202,-0.027859,0.310165,0.327271,-0.027898,0.259809,0.320714,-0.028554,0.320833,0.339622,-0.027127,0.349852,-0.006030,-0.009515,0.003588,0.999930,0.108715,-0.066605,0.287299,0.125640,-0.072910,0.255654,0.116448,-0.073513,0.327622,0.084057,-0.053392,0.278621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327329,-0.027893,0.259761,0.320560,-0.028566,0.320933,0.339706,-0.027120,0.349808,0.125663,-0.072918,0.255601,0.116347,-0.073455,0.327531,0.084122,-0.053435,0.278757
2622,21.850000,-0.000868,-0.012661,-0.000633,0.999919,0.329207,-0.027863,0.310171,0.327263,-0.027878,0.259815,0.320722,-0.028580,0.320841,0.339636,-0.027131,0.349856,-0.006129,-0.009379,0.003705,0.999930,0.108703,-0.066620,0.287303,0.125620,-0.072927,0.255655,0.116449,-0.073518,0.327626,0.084039,-0.053414,0.278630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327326,-0.027872,0.259754,0.320558,-0.028594,0.320960,0.339724,-0.027124,0.349808,0.125653,-0.072941,0.255609,0.116356,-0.073464,0.327529,0.084084,-0.053446,0.278758
2623,21.858000,-0.000903,-0.012561,-0.000606,0.999920,0.329229,-0.027868,0.310157,0.327275,-0.027886,0.259802,0.320746,-0.028585,0.320829,0.339666,-0.027132,0.349839,-0.006229,-0.009540,0.004877,0.999923,0.108702,-0.066626,0.287293,0.125644,-0.072901,0.255651,0.116452,-0.073497,0.327619,0.084010,-0.053480,0.278609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327346,-0.027880,0.259760,0.320571,-0.028599,0.320952,0.339758,-0.027125,0.349766,0.125662,-0.072906,0.255601,0.116355,-0.073441,0.327532,0.084080,-0.053525,0.278742
2624,21.867000,-0.001318,-0.012751,-0.001288,0.999917,0.329224,-0.027868,0.310163,0.327289,-0.027925,0.259808,0.320737,-0.028565,0.320833,0.339647,-0.027115,0.349850,-0.006347,-0.009374,0.004552,0.999926,0.108702,-0.066630,0.287285,0.125630,-0.072923,0.255639,0.116461,-0.073496,0.327610,0.084016,-0.053470,0.278606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327352,-0.027920,0.259749,0.320570,-0.028578,0.320939,0.339739,-0.027108,0.349809,0.125652,-0.072931,0.255591,0.116362,-0.073440,0.327516,0.084079,-0.053511,0.278737
2625,21.875000,-0.000780,-0.012742,0.000146,0.999919,0.329217,-0.027849,0.310168,0.327281,-0.027858,0.259813,0.320732,-0.028581,0.320837,0.339638,-0.027107,0.349855,-0.005818,-0.009553,0.004243,0.999928,0.108720,-0.066611,0.287300,0.125656,-0.072881,0.255653,0.116460,-0.073525,0.327620,0.084046,-0.053427,0.278626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327341,-0.027853,0.259773,0.320576,-0.028594,0.320941,0.339722,-0.027100,0.349798,0.125688,-0.072894,0.255611,0.116374,-0.073475,0.327527,0.084087,-0.053457,0.278748
2626,21.883000,-0.001116,-0.012762,-0.000160,0.999918,0.329219,-0.027871,0.310172,0.327285,-0.027913,0.259816,0.320733,-0.028591,0.320841,0.339639,-0.027109,0.349859,-0.005177,-0.008396,0.001994,0.999949,0.108854,-0.066550,0.287398,0.125688,-0.072854,0.255704,0.116655,-0.073552,0.327692,0.084219,-0.053243,0.278798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327348,-0.027908,0.259755,0.320570,-0.028604,0.320945,0.339730,-0.027102,0.349821,0.125734,-0.072873,0.255641,0.116549,-0.073490,0.327586,0.084268,-0.053280,0.278959
2627,21.892000,-0.000955,-0.013011,-0.000251,0.999915,0.329204,-0.027858,0.310188,0.327295,-0.027883,0.259831,0.320713,-0.028580,0.320852,0.339605,-0.027111,0.349880,-0.003666,-0.006050,-0.002126,0.999973,0.109030,-0.066413,0.287580,0.125664,-0.072758,0.255788,0.116960,-0.073604,0.327815,0.084466,-0.052878,0.279136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327356,-0.027878,0.259769,0.320558,-0.028593,0.320952,0.339692,-0.027104,0.349847,0.125745,-0.072794,0.255705,0.116878,-0.073556,0.327738,0.084468,-0.052895,0.279350
2628,21.900000,-0.001011,-0.013867,-0.001582,0.999902,0.329185,-0.027871,0.310204,0.327363,-0.027896,0.259844,0.320674,-0.028569,0.320854,0.339520,-0.027149,0.349914,-0.001469,-0.002933,-0.005471,0.999980,0.109085,-0.066344,0.287881,0.125480,-0.072657,0.255960,0.117215,-0.073768,0.328034,0.084560,-0.052608,0.279650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327417,-0.027891,0.259788,0.320533,-0.028581,0.320947,0.339598,-0.027142,0.349881,0.125578,-0.072705,0.255902,0.117146,-0.073723,0.327933,0.084523,-0.052603,0.279851
2629,21.908000,-0.001301,-0.015321,-0.000655,0.999882,0.329169,-0.027864,0.310220,0.327493,-0.027922,0.259855,0.320628,-0.028571,0.320845,0.339387,-0.027098,0.349959,-0.001266,-0.001930,-0.004462,0.999987,0.108971,-0.066417,0.288002,0.125314,-0.072684,0.256045,0.117197,-0.073841,0.328136,0.084402,-0.052727,0.279826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327549,-0.027917,0.259776,0.320501,-0.028582,0.320941,0.339459,-0.027092,0.349938,0.125397,-0.072723,0.255978,0.117105,-0.073783,0.328024,0.084411,-0.052748,0.280040
2630,21.917000,-0.001185,-0.016530,-0.001132,0.999862,0.329132,-0.027891,0.310263,0.327577,-0.027936,0.259894,0.320564,-0.028593,0.320868,0.339254,-0.027145,0.350027,0.001466,-0.001611,-0.007460,0.999970,0.109107,-0.066272,0.288212,0.125393,-0.072462,0.256210,0.117311,-0.073965,0.328299,0.084615,-0.052390,0.280126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327627,-0.027932,0.259830,0.320443,-0.028603,0.320964,0.339321,-0.027140,0.349999,0.125459,-0.072489,0.256113,0.117165,-0.073874,0.328161,0.084700,-0.052458,0.280394
2631,21.925000,-0.001153,-0.017054,-0.000827,0.999854,0.329079,-0.027890,0.310302,0.327577,-0.027933,0.259932,0.320501,-0.028598,0.320898,0.339159,-0.027140,0.350077,0.001460,-0.000872,-0.006728,0.999976,0.109160,-0.066084,0.288227,0.125408,-0.072249,0.256202,0.117435,-0.073764,0.328302,0.084637,-0.052238,0.280178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327615,-0.027930,0.259843,0.320418,-0.028605,0.320975,0.339207,-0.027136,0.350077,0.125473,-0.072278,0.256126,0.117334,-0.073701,0.328203,0.084677,-0.052276,0.280384
