Format Version,1.23,Take Name,Apr17_Sand_No_2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.48.59.329 PM,Capture Start Frame,7883025,Total Frames in Take,6803,Total Exported Frames,6803,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
27,0.225000,-0.000100,-0.000179,0.000133,1.000000,0.341341,-0.027027,0.311100,0.338141,-0.026969,0.260809,0.333127,-0.027774,0.321977,0.352757,-0.026339,0.350513,0.000046,-0.000031,-0.000847,1.000000,0.121011,-0.064164,0.292852,0.137277,-0.070229,0.260817,0.129443,-0.071633,0.332935,0.096313,-0.050630,0.284805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338141,-0.026969,0.260808,0.333120,-0.027774,0.321967,0.352766,-0.026338,0.350528,0.137279,-0.070229,0.260804,0.129453,-0.071640,0.332961,0.096300,-0.050623,0.284789
28,0.233000,0.000324,-0.000157,0.000097,1.000000,0.341323,-0.027039,0.311104,0.338121,-0.026937,0.260814,0.333109,-0.027794,0.321982,0.352740,-0.026385,0.350518,0.000334,-0.000184,-0.000212,1.000000,0.121003,-0.064153,0.292850,0.137287,-0.070179,0.260816,0.129432,-0.071634,0.332931,0.096290,-0.050646,0.284803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338119,-0.026938,0.260813,0.333114,-0.027793,0.321980,0.352737,-0.026385,0.350521,0.137288,-0.070180,0.260822,0.129435,-0.071636,0.332930,0.096286,-0.050644,0.284800
29,0.242000,0.000196,0.000043,0.000163,1.000000,0.341339,-0.027038,0.311096,0.338116,-0.026950,0.260806,0.333130,-0.027792,0.321977,0.352772,-0.026373,0.350505,0.000296,-0.000145,0.000090,1.000000,0.121022,-0.064162,0.292841,0.137307,-0.070181,0.260806,0.129458,-0.071635,0.332922,0.096300,-0.050671,0.284795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338116,-0.026950,0.260816,0.333128,-0.027792,0.321967,0.352774,-0.026373,0.350504,0.137305,-0.070180,0.260807,0.129466,-0.071640,0.332933,0.096294,-0.050666,0.284783
30,0.250000,0.000152,-0.000095,-0.000206,1.000000,0.341340,-0.027050,0.311102,0.338131,-0.026964,0.260811,0.333126,-0.027796,0.321981,0.352762,-0.026389,0.350514,0.000146,-0.000122,0.000009,1.000000,0.121004,-0.064170,0.292838,0.137286,-0.070201,0.260805,0.129441,-0.071632,0.332921,0.096284,-0.050677,0.284789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338128,-0.026964,0.260816,0.333128,-0.027796,0.321966,0.352764,-0.026389,0.350527,0.137294,-0.070204,0.260794,0.129450,-0.071638,0.332939,0.096269,-0.050668,0.284779
31,0.258000,0.000300,-0.000298,-0.000251,1.000000,0.341315,-0.027076,0.311103,0.338127,-0.026974,0.260812,0.333098,-0.027824,0.321979,0.352722,-0.026428,0.350520,0.000266,-0.000155,-0.000506,1.000000,0.121001,-0.064169,0.292838,0.137280,-0.070209,0.260804,0.129428,-0.071650,0.332919,0.096296,-0.050648,0.284790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338126,-0.026974,0.260808,0.333090,-0.027825,0.321965,0.352733,-0.026427,0.350541,0.137290,-0.070214,0.260794,0.129437,-0.071656,0.332935,0.096278,-0.050639,0.284781
32,0.267000,0.000085,-0.000316,-0.001476,0.999999,0.341325,-0.027067,0.311106,0.338138,-0.026979,0.260814,0.333105,-0.027791,0.321981,0.352731,-0.026430,0.350523,-0.000069,-0.000358,-0.000056,1.000000,0.120995,-0.064165,0.292826,0.137291,-0.070211,0.260802,0.129412,-0.071611,0.332915,0.096280,-0.050672,0.284759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338129,-0.026980,0.260823,0.333128,-0.027789,0.321966,0.352714,-0.026432,0.350532,0.137280,-0.070205,0.260793,0.129418,-0.071616,0.332939,0.096282,-0.050671,0.284742
33,0.275000,0.000111,-0.000282,-0.000666,1.000000,0.341331,-0.027058,0.311108,0.338141,-0.026973,0.260817,0.333113,-0.027796,0.321984,0.352739,-0.026405,0.350524,0.000011,-0.000447,-0.000008,1.000000,0.121000,-0.064165,0.292848,0.137303,-0.070204,0.260826,0.129411,-0.071616,0.332938,0.096286,-0.050673,0.284779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338148,-0.026973,0.260835,0.333094,-0.027798,0.321973,0.352755,-0.026404,0.350516,0.137309,-0.070207,0.260816,0.129418,-0.071621,0.332955,0.096274,-0.050666,0.284770
34,0.283000,0.000213,-0.000090,0.000449,1.000000,0.341326,-0.027032,0.311112,0.338117,-0.026944,0.260822,0.333114,-0.027790,0.321991,0.352748,-0.026361,0.350524,0.000147,-0.000271,0.000105,1.000000,0.120995,-0.064152,0.292859,0.137288,-0.070179,0.260830,0.129421,-0.071612,0.332944,0.096275,-0.050663,0.284803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338117,-0.026944,0.260835,0.333110,-0.027790,0.321976,0.352753,-0.026361,0.350525,0.137301,-0.070185,0.260818,0.129432,-0.071619,0.332964,0.096254,-0.050652,0.284792
35,0.292000,0.000169,-0.000282,-0.000076,1.000000,0.341319,-0.027043,0.311103,0.338129,-0.026956,0.260811,0.333102,-0.027792,0.321978,0.352727,-0.026381,0.350519,0.000001,0.000000,-0.000564,1.000000,0.120997,-0.064166,0.292843,0.137264,-0.070224,0.260807,0.129435,-0.071626,0.332925,0.096290,-0.050646,0.284796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338132,-0.026956,0.260823,0.333091,-0.027793,0.321965,0.352738,-0.026380,0.350520,0.137273,-0.070228,0.260794,0.129441,-0.071630,0.332941,0.096278,-0.050640,0.284790
36,0.300000,0.000322,-0.000001,0.000437,1.000000,0.341319,-0.027035,0.311111,0.338100,-0.026936,0.260821,0.333109,-0.027796,0.321990,0.352748,-0.026373,0.350520,0.000306,-0.000377,0.000076,1.000000,0.121006,-0.064146,0.292851,0.137306,-0.070164,0.260823,0.129424,-0.071620,0.332935,0.096289,-0.050653,0.284793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338100,-0.026936,0.260827,0.333112,-0.027795,0.321988,0.352744,-0.026374,0.350516,0.137318,-0.070170,0.260826,0.129434,-0.071626,0.332941,0.096269,-0.050642,0.284785
37,0.308000,0.000180,-0.000105,-0.000159,1.000000,0.341336,-0.027028,0.311099,0.338128,-0.026940,0.260809,0.333122,-0.027776,0.321978,0.352757,-0.026369,0.350511,0.000392,-0.000173,-0.000348,1.000000,0.121007,-0.064142,0.292853,0.137288,-0.070169,0.260818,0.129435,-0.071630,0.332933,0.096298,-0.050628,0.284808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338127,-0.026940,0.260813,0.333117,-0.027777,0.321966,0.352764,-0.026369,0.350522,0.137290,-0.070170,0.260825,0.129443,-0.071635,0.332937,0.096289,-0.050622,0.284799
38,0.317000,0.000189,-0.000208,0.000878,1.000000,0.341321,-0.027048,0.311113,0.338123,-0.026965,0.260822,0.333107,-0.027813,0.321990,0.352733,-0.026365,0.350528,0.000532,-0.000178,0.000054,1.000000,0.121012,-0.064141,0.292855,0.137299,-0.070146,0.260818,0.129445,-0.071634,0.332932,0.096292,-0.050644,0.284814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338119,-0.026965,0.260827,0.333116,-0.027812,0.321981,0.352726,-0.026366,0.350533,0.137304,-0.070149,0.260824,0.129448,-0.071635,0.332928,0.096285,-0.050641,0.284813
39,0.325000,0.000179,-0.000229,0.000697,1.000000,0.341331,-0.027043,0.311109,0.338135,-0.026960,0.260817,0.333116,-0.027805,0.321985,0.352741,-0.026364,0.350524,0.000070,-0.000309,-0.000090,1.000000,0.121017,-0.064153,0.292852,0.137310,-0.070192,0.260826,0.129438,-0.071611,0.332939,0.096303,-0.050656,0.284792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338131,-0.026960,0.260818,0.333114,-0.027805,0.321966,0.352748,-0.026364,0.350547,0.137310,-0.070192,0.260829,0.129447,-0.071617,0.332951,0.096293,-0.050650,0.284778
40,0.333000,0.000160,-0.000224,0.000074,1.000000,0.341319,-0.027051,0.311104,0.338123,-0.026966,0.260813,0.333104,-0.027802,0.321981,0.352731,-0.026385,0.350519,0.000002,-0.000107,-0.000138,1.000000,0.120998,-0.064160,0.292846,0.137278,-0.070205,0.260813,0.129434,-0.071614,0.332930,0.096282,-0.050662,0.284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338120,-0.026966,0.260813,0.333103,-0.027802,0.321965,0.352736,-0.026385,0.350539,0.137287,-0.070209,0.260804,0.129435,-0.071615,0.332936,0.096275,-0.050659,0.284796
41,0.342000,0.000153,-0.000096,-0.000092,1.000000,0.341311,-0.027062,0.311116,0.338103,-0.026977,0.260825,0.333098,-0.027810,0.321994,0.352733,-0.026399,0.350527,0.000153,-0.000197,-0.000511,1.000000,0.120988,-0.064145,0.292857,0.137269,-0.070193,0.260826,0.129411,-0.071617,0.332941,0.096283,-0.050626,0.284805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338094,-0.026977,0.260831,0.333115,-0.027809,0.321976,0.352723,-0.026400,0.350542,0.137285,-0.070199,0.260804,0.129401,-0.071611,0.332936,0.096282,-0.050627,0.284825
42,0.350000,0.000278,-0.000033,0.000172,1.000000,0.341313,-0.027053,0.311105,0.338098,-0.026957,0.260815,0.333102,-0.027808,0.321985,0.352740,-0.026394,0.350516,0.000144,-0.000063,-0.000166,1.000000,0.120985,-0.064175,0.292840,0.137262,-0.070211,0.260804,0.129425,-0.071640,0.332921,0.096269,-0.050673,0.284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338095,-0.026957,0.260815,0.333100,-0.027808,0.321968,0.352747,-0.026394,0.350538,0.137278,-0.070219,0.260800,0.129434,-0.071645,0.332930,0.096249,-0.050662,0.284788
43,0.358000,0.000206,-0.000173,-0.000048,1.000000,0.341320,-0.027054,0.311106,0.338119,-0.026964,0.260815,0.333106,-0.027804,0.321983,0.352736,-0.026395,0.350519,0.000278,-0.000246,-0.000461,1.000000,0.121011,-0.064151,0.292841,0.137296,-0.070189,0.260810,0.129432,-0.071632,0.332923,0.096306,-0.050633,0.284790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338112,-0.026964,0.260816,0.333117,-0.027803,0.321965,0.352731,-0.026395,0.350539,0.137306,-0.070193,0.260804,0.129439,-0.071636,0.332934,0.096291,-0.050624,0.284784
44,0.367000,0.000315,-0.000240,-0.000042,1.000000,0.341328,-0.027047,0.311107,0.338133,-0.026946,0.260815,0.333112,-0.027800,0.321983,0.352738,-0.026396,0.350522,0.000021,-0.000151,-0.000354,1.000000,0.121008,-0.064157,0.292849,0.137288,-0.070207,0.260818,0.129438,-0.071615,0.332933,0.096299,-0.050648,0.284795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338125,-0.026947,0.260812,0.333126,-0.027799,0.321970,0.352730,-0.026397,0.350541,0.137298,-0.070212,0.260808,0.129428,-0.071610,0.332924,0.096300,-0.050650,0.284812
45,0.375000,0.000308,-0.000235,0.001597,0.999999,0.341323,-0.027041,0.311118,0.338128,-0.026950,0.260826,0.333109,-0.027820,0.321994,0.352732,-0.026351,0.350533,0.000252,-0.000316,-0.000433,1.000000,0.121019,-0.064154,0.292852,0.137309,-0.070193,0.260823,0.129435,-0.071633,0.332936,0.096315,-0.050638,0.284796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338125,-0.026951,0.260825,0.333115,-0.027819,0.321989,0.352728,-0.026352,0.350540,0.137323,-0.070199,0.260811,0.129445,-0.071639,0.332954,0.096294,-0.050626,0.284787
46,0.383000,0.000309,-0.000086,0.000894,1.000000,0.341321,-0.027064,0.311110,0.338110,-0.026969,0.260820,0.333109,-0.027832,0.321989,0.352742,-0.026391,0.350522,0.000409,-0.000343,-0.000302,1.000000,0.121010,-0.064154,0.292852,0.137303,-0.070178,0.260823,0.129425,-0.071643,0.332934,0.096302,-0.050641,0.284800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338116,-0.026969,0.260836,0.333092,-0.027833,0.321978,0.352756,-0.026390,0.350516,0.137301,-0.070176,0.260808,0.129429,-0.071646,0.332954,0.096300,-0.050639,0.284791
47,0.392000,0.000247,-0.000131,0.001200,0.999999,0.341327,-0.027038,0.311101,0.338121,-0.026951,0.260810,0.333115,-0.027809,0.321979,0.352744,-0.026353,0.350514,0.000383,-0.000434,-0.000364,1.000000,0.121010,-0.064160,0.292859,0.137308,-0.070188,0.260833,0.129417,-0.071648,0.332943,0.096305,-0.050644,0.284802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338122,-0.026951,0.260815,0.333101,-0.027810,0.321963,0.352759,-0.026352,0.350528,0.137319,-0.070193,0.260833,0.129418,-0.071648,0.332939,0.096296,-0.050640,0.284806
48,0.400000,0.000188,-0.000070,-0.000153,1.000000,0.341330,-0.027036,0.311112,0.338119,-0.026947,0.260821,0.333118,-0.027784,0.321991,0.352754,-0.026378,0.350523,0.000213,-0.000396,-0.000020,1.000000,0.121012,-0.064145,0.292850,0.137312,-0.070173,0.260824,0.129427,-0.071614,0.332936,0.096298,-0.050650,0.284789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338116,-0.026947,0.260838,0.333124,-0.027784,0.321973,0.352751,-0.026378,0.350524,0.137304,-0.070170,0.260834,0.129431,-0.071616,0.332937,0.096299,-0.050650,0.284781
49,0.408000,0.000301,-0.000288,0.001059,0.999999,0.341329,-0.027044,0.311099,0.338140,-0.026951,0.260807,0.333114,-0.027815,0.321974,0.352735,-0.026367,0.350515,0.000526,-0.000275,-0.000408,1.000000,0.121029,-0.064137,0.292845,0.137317,-0.070157,0.260812,0.129448,-0.071637,0.332924,0.096323,-0.050617,0.284799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338138,-0.026952,0.260811,0.333120,-0.027814,0.321973,0.352729,-0.026367,0.350512,0.137310,-0.070153,0.260812,0.129449,-0.071638,0.332929,0.096327,-0.050619,0.284794
50,0.417000,0.000289,-0.000113,0.000009,1.000000,0.341323,-0.027050,0.311110,0.338116,-0.026952,0.260820,0.333110,-0.027803,0.321988,0.352744,-0.026396,0.350523,0.000413,-0.000291,-0.000157,1.000000,0.121012,-0.064157,0.292842,0.137303,-0.070176,0.260810,0.129433,-0.071644,0.332923,0.096299,-0.050652,0.284792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338111,-0.026953,0.260847,0.333123,-0.027802,0.321965,0.352734,-0.026397,0.350518,0.137289,-0.070169,0.260814,0.129435,-0.071646,0.332930,0.096308,-0.050656,0.284782
51,0.425000,0.000213,-0.000213,0.000214,1.000000,0.341330,-0.027056,0.311112,0.338133,-0.026966,0.260821,0.333115,-0.027811,0.321989,0.352742,-0.026391,0.350527,0.000276,-0.000271,-0.000494,1.000000,0.121020,-0.064186,0.292842,0.137306,-0.070224,0.260812,0.129438,-0.071667,0.332925,0.096317,-0.050665,0.284790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338133,-0.026967,0.260849,0.333111,-0.027811,0.321965,0.352746,-0.026390,0.350521,0.137315,-0.070229,0.260815,0.129456,-0.071677,0.332943,0.096292,-0.050651,0.284770
52,0.433000,0.000044,-0.000030,-0.000647,1.000000,0.341321,-0.027046,0.311104,0.338106,-0.026968,0.260814,0.333109,-0.027783,0.321984,0.352749,-0.026387,0.350515,0.000338,-0.000340,-0.000290,1.000000,0.121004,-0.064150,0.292832,0.137297,-0.070178,0.260803,0.129419,-0.071633,0.332915,0.096296,-0.050639,0.284778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338106,-0.026968,0.260818,0.333099,-0.027784,0.321971,0.352760,-0.026387,0.350527,0.137291,-0.070175,0.260808,0.129422,-0.071635,0.332919,0.096297,-0.050639,0.284771
53,0.442000,0.000232,-0.000317,-0.000862,1.000000,0.341328,-0.027052,0.311120,0.338142,-0.026953,0.260828,0.333109,-0.027789,0.321995,0.352734,-0.026413,0.350537,0.000271,-0.000364,-0.000430,1.000000,0.121015,-0.064140,0.292850,0.137308,-0.070177,0.260823,0.129426,-0.071620,0.332935,0.096311,-0.050623,0.284793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338139,-0.026954,0.260842,0.333115,-0.027789,0.321977,0.352731,-0.026413,0.350541,0.137302,-0.070173,0.260808,0.129425,-0.071620,0.332950,0.096317,-0.050626,0.284789
54,0.450000,0.000327,-0.000278,0.000628,1.000000,0.341332,-0.027045,0.311110,0.338142,-0.026947,0.260819,0.333117,-0.027809,0.321986,0.352739,-0.026379,0.350527,0.000431,-0.000269,-0.000030,1.000000,0.121005,-0.064150,0.292854,0.137296,-0.070164,0.260822,0.129430,-0.071636,0.332934,0.096288,-0.050651,0.284805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338138,-0.026947,0.260830,0.333121,-0.027808,0.321967,0.352738,-0.026380,0.350535,0.137302,-0.070167,0.260817,0.129434,-0.071640,0.332943,0.096279,-0.050645,0.284801
55,0.458000,0.000205,-0.000096,0.000765,1.000000,0.341331,-0.027051,0.311104,0.338122,-0.026966,0.260813,0.333119,-0.027815,0.321982,0.352752,-0.026373,0.350516,0.000303,-0.000246,-0.000573,1.000000,0.121005,-0.064144,0.292851,0.137288,-0.070184,0.260819,0.129423,-0.071629,0.332933,0.096303,-0.050620,0.284800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338119,-0.026966,0.260808,0.333132,-0.027814,0.321990,0.352740,-0.026374,0.350513,0.137298,-0.070189,0.260816,0.129428,-0.071632,0.332936,0.096291,-0.050614,0.284798
56,0.467000,0.000317,-0.000082,0.000152,1.000000,0.341320,-0.027051,0.311117,0.338109,-0.026951,0.260827,0.333107,-0.027807,0.321996,0.352742,-0.026396,0.350529,0.000243,-0.000262,0.000309,1.000000,0.120984,-0.064147,0.292847,0.137280,-0.070162,0.260817,0.129415,-0.071612,0.332930,0.096259,-0.050667,0.284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338110,-0.026951,0.260837,0.333101,-0.027807,0.321983,0.352749,-0.026395,0.350532,0.137277,-0.070160,0.260809,0.129421,-0.071617,0.332947,0.096255,-0.050664,0.284782
57,0.475000,0.000436,-0.000079,-0.000191,1.000000,0.341322,-0.027055,0.311097,0.338111,-0.026940,0.260807,0.333109,-0.027808,0.321976,0.352745,-0.026417,0.350509,0.000041,-0.000457,0.000435,1.000000,0.120989,-0.064145,0.292847,0.137298,-0.070169,0.260825,0.129406,-0.071592,0.332936,0.096263,-0.050675,0.284778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338107,-0.026941,0.260811,0.333114,-0.027807,0.321959,0.352745,-0.026417,0.350524,0.137307,-0.070173,0.260816,0.129399,-0.071588,0.332931,0.096263,-0.050676,0.284791
58,0.483000,0.000114,0.000029,0.000232,1.000000,0.341320,-0.027032,0.311105,0.338098,-0.026953,0.260815,0.333110,-0.027785,0.321985,0.352752,-0.026359,0.350513,0.000611,-0.000489,-0.000480,1.000000,0.120995,-0.064140,0.292849,0.137295,-0.070157,0.260821,0.129395,-0.071648,0.332930,0.096294,-0.050615,0.284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338092,-0.026953,0.260803,0.333120,-0.027784,0.321979,0.352748,-0.026359,0.350537,0.137287,-0.070153,0.260821,0.129398,-0.071650,0.332940,0.096297,-0.050616,0.284785
59,0.492000,0.000220,-0.000313,0.000033,1.000000,0.341324,-0.027037,0.311110,0.338137,-0.026946,0.260818,0.333106,-0.027789,0.321985,0.352729,-0.026377,0.350527,0.000386,-0.000333,-0.000110,1.000000,0.121007,-0.064147,0.292843,0.137302,-0.070167,0.260814,0.129425,-0.071631,0.332926,0.096294,-0.050645,0.284791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338134,-0.026946,0.260825,0.333113,-0.027788,0.321973,0.352725,-0.026377,0.350532,0.137289,-0.070160,0.260816,0.129429,-0.071634,0.332936,0.096300,-0.050647,0.284779
60,0.500000,0.000172,-0.000198,0.000336,1.000000,0.341324,-0.027031,0.311117,0.338125,-0.026947,0.260825,0.333109,-0.027787,0.321993,0.352737,-0.026360,0.350531,0.000280,-0.000255,-0.000303,1.000000,0.120997,-0.064129,0.292851,0.137284,-0.070161,0.260821,0.129419,-0.071607,0.332934,0.096288,-0.050618,0.284800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338118,-0.026947,0.260821,0.333120,-0.027786,0.321983,0.352731,-0.026360,0.350549,0.137279,-0.070158,0.260814,0.129421,-0.071609,0.332946,0.096289,-0.050618,0.284793
61,0.508000,0.000381,-0.000274,0.000334,1.000000,0.341334,-0.027053,0.311110,0.338143,-0.026948,0.260818,0.333118,-0.027814,0.321985,0.352742,-0.026399,0.350526,0.000499,-0.000223,-0.000429,1.000000,0.121002,-0.064160,0.292842,0.137285,-0.070182,0.260807,0.129424,-0.071658,0.332921,0.096295,-0.050639,0.284798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338138,-0.026948,0.260814,0.333125,-0.027813,0.321971,0.352741,-0.026399,0.350548,0.137290,-0.070184,0.260806,0.129430,-0.071661,0.332928,0.096286,-0.050634,0.284792
62,0.517000,0.000218,-0.000129,0.000826,1.000000,0.341323,-0.027058,0.311124,0.338117,-0.026972,0.260833,0.333110,-0.027823,0.322002,0.352741,-0.026379,0.350536,0.000440,-0.000346,-0.000157,1.000000,0.121012,-0.064162,0.292863,0.137307,-0.070179,0.260833,0.129429,-0.071651,0.332945,0.096300,-0.050656,0.284811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338115,-0.026972,0.260840,0.333110,-0.027823,0.321985,0.352744,-0.026379,0.350548,0.137329,-0.070190,0.260829,0.129435,-0.071654,0.332946,0.096277,-0.050644,0.284813
63,0.525000,0.000207,-0.000363,-0.000202,1.000000,0.341336,-0.027045,0.311114,0.338154,-0.026953,0.260822,0.333117,-0.027792,0.321988,0.352737,-0.026389,0.350532,0.000465,-0.000417,-0.000456,1.000000,0.121022,-0.064136,0.292856,0.137318,-0.070162,0.260828,0.129429,-0.071632,0.332939,0.096320,-0.050615,0.284801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338143,-0.026954,0.260819,0.333134,-0.027791,0.321967,0.352729,-0.026390,0.350563,0.137320,-0.070163,0.260833,0.129431,-0.071633,0.332936,0.096317,-0.050614,0.284800
64,0.533000,0.000081,-0.000155,-0.000561,1.000000,0.341339,-0.027046,0.311100,0.338136,-0.026965,0.260809,0.333124,-0.027785,0.321978,0.352757,-0.026388,0.350513,0.000339,-0.000362,-0.000439,1.000000,0.121018,-0.064155,0.292850,0.137311,-0.070188,0.260821,0.129430,-0.071640,0.332933,0.096315,-0.050637,0.284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338138,-0.026965,0.260807,0.333121,-0.027785,0.321985,0.352758,-0.026388,0.350506,0.137324,-0.070195,0.260817,0.129436,-0.071644,0.332939,0.096298,-0.050628,0.284792
65,0.542000,0.000187,-0.000277,0.000302,1.000000,0.341327,-0.027036,0.311109,0.338136,-0.026950,0.260817,0.333110,-0.027792,0.321984,0.352734,-0.026367,0.350525,0.000268,-0.000220,0.000014,1.000000,0.120998,-0.064139,0.292844,0.137287,-0.070162,0.260812,0.129428,-0.071611,0.332926,0.096280,-0.050644,0.284793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338129,-0.026950,0.260803,0.333121,-0.027791,0.321981,0.352728,-0.026368,0.350546,0.137279,-0.070157,0.260805,0.129422,-0.071609,0.332929,0.096292,-0.050651,0.284796
66,0.550000,0.000428,0.000005,0.000195,1.000000,0.341329,-0.027054,0.311090,0.338110,-0.026943,0.260800,0.333119,-0.027813,0.321970,0.352759,-0.026406,0.350500,0.000256,-0.000295,0.000349,1.000000,0.121007,-0.064147,0.292843,0.137305,-0.070159,0.260813,0.129436,-0.071612,0.332926,0.096281,-0.050669,0.284788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338112,-0.026943,0.260798,0.333113,-0.027814,0.321975,0.352762,-0.026406,0.350497,0.137306,-0.070160,0.260817,0.129448,-0.071620,0.332940,0.096268,-0.050660,0.284772
67,0.558000,0.000210,-0.000071,-0.000163,1.000000,0.341335,-0.027048,0.311080,0.338124,-0.026956,0.260789,0.333123,-0.027796,0.321959,0.352759,-0.026391,0.350491,-0.000161,-0.000283,-0.000452,1.000000,0.121004,-0.064150,0.292831,0.137292,-0.070216,0.260807,0.129422,-0.071596,0.332921,0.096300,-0.050639,0.284766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338127,-0.026956,0.260787,0.333110,-0.027797,0.321956,0.352772,-0.026390,0.350498,0.137287,-0.070213,0.260809,0.129429,-0.071601,0.332933,0.096295,-0.050636,0.284753
68,0.567000,0.000280,-0.000073,0.000398,1.000000,0.341300,-0.027048,0.311103,0.338089,-0.026953,0.260813,0.333088,-0.027808,0.321982,0.352723,-0.026384,0.350514,0.000139,-0.000336,0.000646,1.000000,0.120985,-0.064133,0.292826,0.137289,-0.070143,0.260799,0.129415,-0.071584,0.332912,0.096252,-0.050671,0.284766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338086,-0.026954,0.260824,0.333093,-0.027807,0.321966,0.352721,-0.026385,0.350520,0.137271,-0.070133,0.260792,0.129421,-0.071589,0.332938,0.096259,-0.050673,0.284745
69,0.575000,0.000396,-0.000165,0.000643,1.000000,0.341295,-0.027054,0.311106,0.338093,-0.026949,0.260815,0.333082,-0.027820,0.321983,0.352711,-0.026394,0.350520,0.000024,-0.000160,0.000345,1.000000,0.120977,-0.064141,0.292826,0.137266,-0.070169,0.260795,0.129416,-0.071588,0.332911,0.096249,-0.050667,0.284772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338084,-0.026950,0.260800,0.333093,-0.027819,0.321965,0.352710,-0.026394,0.350561,0.137260,-0.070166,0.260803,0.129427,-0.071595,0.332923,0.096242,-0.050662,0.284755
