Format Version,1.23,Take Name,July25_Des_T2,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-07-25 05.49.25.712 PM,Capture Start Frame,-2147483648,Total Frames in Take,8544,Total Exported Frames,8544,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.067000,-0.098671,0.749180,0.023494,0.654554,0.340374,0.366609,0.382735,0.334968,0.369403,0.345671,0.331688,0.364176,0.387969,0.354467,0.366249,0.414566,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.334999,0.369424,0.345532,0.331627,0.364152,0.388072,0.354525,0.366259,0.414584,,,,,,,,,,0.138763,0.346842,0.334978,0.138092,0.325303,0.373845
17,0.071000,-0.108741,0.747942,0.033857,0.653920,0.340621,0.366060,0.381340,0.335102,0.368780,0.344287,0.332014,0.363365,0.386576,0.354748,0.366036,0.413157,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.335089,0.368787,0.344216,0.332071,0.363364,0.386671,0.354686,0.366027,0.413138,,,,,,,,,,0.138901,0.346010,0.333357,0.138428,0.324598,0.372539
18,0.075000,-0.105590,0.747882,0.031863,0.654605,0.341015,0.365395,0.380050,0.335565,0.368203,0.342993,0.332381,0.362757,0.385271,0.355099,0.365226,0.411886,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.335534,0.368207,0.342886,0.332459,0.362766,0.385361,0.355024,0.365203,0.411916,,,,,,,,,,0.139029,0.345316,0.331770,0.138620,0.324107,0.370864
19,0.079000,-0.102210,0.748266,0.026022,0.654961,0.341453,0.364567,0.378643,0.336077,0.367286,0.341569,0.332780,0.362061,0.383866,0.355501,0.364353,0.410494,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.336037,0.367294,0.341412,0.332856,0.362068,0.383966,0.355436,0.364331,0.410561,,,,,,,,,,0.139054,0.344415,0.330203,0.138901,0.323463,0.369298
20,0.083000,-0.102269,0.747636,0.026582,0.655649,0.341607,0.363966,0.377545,0.336293,0.366715,0.340464,0.332928,0.361448,0.382750,0.355600,0.363735,0.409421,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.336285,0.366721,0.340394,0.332922,0.361442,0.382779,0.355623,0.363734,0.409491,,,,,,,,,,0.139156,0.343760,0.328642,0.138704,0.323354,0.367237
21,0.088000,-0.105363,0.745728,0.030291,0.657169,0.341766,0.363301,0.376075,0.336580,0.366069,0.338978,0.333090,0.360687,0.381239,0.355627,0.363146,0.408009,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.336561,0.366063,0.338991,0.333163,0.360702,0.381252,0.355532,0.363129,0.407960,,,,,,,,,,0.139354,0.343045,0.326990,0.138704,0.322250,0.365726
22,0.092000,-0.110011,0.743662,0.036659,0.658423,0.342012,0.362714,0.374781,0.336913,0.365542,0.337676,0.333360,0.359945,0.379904,0.355763,0.362654,0.406763,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.336817,0.365523,0.337629,0.333642,0.360012,0.379942,0.355490,0.362582,0.406791,,,,,,,,,,0.139496,0.342376,0.325335,0.139424,0.321382,0.364586
23,0.096000,-0.102275,0.744484,0.027155,0.659201,0.342253,0.362109,0.373437,0.337282,0.364916,0.336313,0.333529,0.359571,0.378557,0.355949,0.361839,0.405441,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.337246,0.364924,0.336159,0.333631,0.359581,0.378698,0.355849,0.361812,0.405471,,,,,,,,,,0.139587,0.341509,0.323911,0.139580,0.320417,0.362916
24,0.100000,-0.101660,0.744554,0.026437,0.659247,0.342513,0.361321,0.372164,0.337551,0.364129,0.335039,0.333784,0.358801,0.377284,0.356205,0.361034,0.404170,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.337540,0.364127,0.335041,0.333735,0.358799,0.377186,0.356320,0.361043,0.404349,,,,,,,,,,0.139591,0.340674,0.322329,0.139848,0.319676,0.361517
25,0.104000,-0.092778,0.746367,0.021536,0.658684,0.342691,0.360458,0.370708,0.337687,0.363521,0.333609,0.333926,0.358091,0.375841,0.356459,0.359761,0.402674,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.337688,0.363511,0.333703,0.333955,0.358102,0.375808,0.356408,0.359760,0.402584,,,,,,,,,,0.139808,0.339892,0.320675,0.139942,0.318908,0.359939
